date,source_url,filing_type
2018-04-03,https://www.sec.gov/Archives/edgar/data/1318605/000156459018007463/tsla-8k_20180403.htm,8-K
2018-05-02,https://www.sec.gov/Archives/edgar/data/1318605/000156459018010306/tsla-8k_20180502.htm,8-K
2018-06-06,https://www.sec.gov/Archives/edgar/data/1318605/000156459018015129/tsla-8k_20180611.htm,8-K
2018-07-02,https://www.sec.gov/Archives/edgar/data/1318605/000156459018016494/tsla-8k_20180702.htm,8-K
2018-07-02,https://www.sec.gov/Archives/edgar/data/1318605/000156459018016465/tsla-8k_20180702.htm,8-K
2018-07-30,https://www.sec.gov/Archives/edgar/data/1318605/000156459018017908/tsla-8k_20180730.htm,8-K
2018-08-01,https://www.sec.gov/Archives/edgar/data/1318605/000156459018018490/tsla-8k_20180801.htm,8-K
2018-08-14,https://www.sec.gov/Archives/edgar/data/1318605/000156459018021585/tsla-8k_20180814.htm,8-K
2018-08-21,https://www.sec.gov/Archives/edgar/data/1318605/000156459018022131/tsla-8k_20180816.htm,8-K
2018-09-07,https://www.sec.gov/Archives/edgar/data/1318605/000156459018022798/tsla-8k_20180904.htm,8-K
2018-10-01,https://www.sec.gov/Archives/edgar/data/1318605/000156459018023716/tsla-8k_20180930.htm,8-K
2018-10-02,https://www.sec.gov/Archives/edgar/data/1318605/000156459018023815/tsla-8k_20181002.htm,8-K
2018-10-17,https://www.sec.gov/Archives/edgar/data/1318605/000156459018024373/tsla-8k_20181016.htm,8-K
2018-10-24,https://www.sec.gov/Archives/edgar/data/1318605/000156459018024902/tsla-8k_20181024.htm,8-K
2018-11-08,https://www.sec.gov/Archives/edgar/data/1318605/000156459018028241/tsla-8k_20181107.htm,8-K
2018-12-28,https://www.sec.gov/Archives/edgar/data/1318605/000156459018031477/tsla-8k_20181227.htm,8-K
2019-01-02,https://www.sec.gov/Archives/edgar/data/1318605/000156459019000013/tsla-8k_20190102.htm,8-K
2019-01-04,https://www.sec.gov/Archives/edgar/data/1318605/000156459019000190/tsla-8k_20181228.htm,8-K
2019-01-18,https://www.sec.gov/Archives/edgar/data/1318605/000156459019000740/tsla-8k_20190118.htm,8-K
2019-01-30,https://www.sec.gov/Archives/edgar/data/1318605/000156459019001399/tsla-8k_20190130.htm,8-K
2019-02-01,https://www.sec.gov/Archives/edgar/data/1318605/000156459019001597/tsla-8k_20190129.htm,8-K
2019-03-01,https://www.sec.gov/Archives/edgar/data/1318605/000156459019005560/tsla-8k_20190228.htm,8-K
2019-03-07,https://www.sec.gov/Archives/edgar/data/1318605/000156459019006788/tsla-8k_20190301.htm,8-K
2019-03-11,https://www.sec.gov/Archives/edgar/data/1318605/000156459019007080/tsla-8k_20190310.htm,8-K
2019-03-14,https://www.sec.gov/Archives/edgar/data/1318605/000156459019007669/tsla-8k_20190313.htm,8-K
2019-04-04,https://www.sec.gov/Archives/edgar/data/1318605/000156459019010743/tsla-8k_20190403.htm,8-K
2019-04-19,https://www.sec.gov/Archives/edgar/data/1318605/000156459019012122/tsla-8k_20190418.htm,8-K
2019-04-24,https://www.sec.gov/Archives/edgar/data/1318605/000156459019012758/tsla-8k_20190424.htm,8-K
2019-05-03,https://www.sec.gov/Archives/edgar/data/1318605/000119312519135910/d730491d8k.htm,8-K
